Taxa_Name;Author;Phytobs_Taxa_Code;Phytoplankton_Group;Phylum;Class;Order;Family;Genus;Species;Life_Form;Life_Form2;Phytobs_Cell_Form;Phytobs_Ind_Form;Min_Width;Max_Width;Min_Length;max_Lenght;Cell_Biovolume;Ind_Biovolume;Carbon;Min_Size_Ind;Max_Size_Ind;Ignatiades_Size_Class;Motility;Flagellum;Nb_Flagellum;Aerotope;Contractile_Vacuole;Mucilage;Akinete;Heterocyte;Cyst;Plast;Nb_Plast;Sheath;Tractus;Siciliceous_Skeleton;Lorica;Plate;Scale;Ornamentation;Protuberance;Protuberance_Type;Protuberance_Size;Nb_Protuberance;Chlo_B;Chlo_C;Xanthophyll;Phycobilin;Toxin;Microcystin;Anatoxin-a;Anatoxin-a(S);Cylindrospermopsin;Saxitoxin;BMAA;Nutrition;Reproduction;Water_Type;Water_Trophy;Tolerance;Reynolds_Group
Cocconeis;Ehrenberg;COCSPX;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cocconeidales;Cocconeidaceae;Cocconeis;;Cel.;None;Oval Cylinder;Oval Cylinder;7;32;9;68;750;750;61.81;Nanophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Cocconeis placentula;Ehrenberg;COCPLA;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cocconeidales;Cocconeidaceae;Cocconeis;Cocconeis placentula;Cel.;None;Oval Cylinder;Oval Cylinder;8;40;7.5;98;6107;6107;338.61;Nanophytoplankton;Microphytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Cocconeis placentula var. euglypta;Ehrenberg (Ehrenberg) Grunow;COCEUG;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cocconeidales;Cocconeidaceae;Cocconeis;Cocconeis placentula;Cel.;None;Oval Cylinder;Oval Cylinder;8;40;10;46;1018;1018;79.19;Nanophytoplankton;Microphytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Cyclostephanos dubius;(Fricke) Round;CYSDUB;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Stephanodiscales;Stephanodiscaceae;Cyclostephanos;Cyclostephanos dubius;Cel.;None;Cylinder;Cylinder;4.5;35;2;4;495;495;44.13;Picophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;Needle;Small;>2;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Oligotrophic;Nutrient deficiency;A
Cyclostephanos invisitatus;(Hohn & Hellerman) Theriot Stoermer & Hakans;CYSINV;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Stephanodiscales;Stephanodiscaceae;Cyclostephanos;Cyclostephanos invisitatus;Cel.;None;Cylinder;Cylinder;6.4;14;2;3;145;145;16.30;Picophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;Needle;Small;>2;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Oligotrophic;Nutrient deficiency;A
Cyclotella;(Kützing) Brébisson;CYCSPX;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Stephanodiscales;Stephanodiscaceae;Cyclotella;;Cel.;None;Cylinder;Cylinder;4;50;4;50;690;690;57.77;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;Oligotrophic;Nutrient deficiency;A
Cyclotella atomus;Hustedt;CYCATO;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella atomus;Cel.;None;Cylinder;Cylinder;3.5;8;1;2;22;22;3.53;Picophytoplankton;Picophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Cyclotella cretica var. cyclopuncta;(Hakansson & Carter) Schmidt;CYCCCY;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella cretica;Cel.;None;Cylinder;Cylinder;4;14;2.4;8.4;255;255;25.77;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Oligotrophic;#NA;#NA
Cyclotella meneghiniana;Kützing;CYCMEN;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella meneghiniana;Cel.;None;Cylinder;Cylinder;5;43;2;5;1062;1062;81.96;Picophytoplankton;Nanophytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Carbon deficiency, light;C
Cyclotella radiosa;(Grunow) Lemmermann;CYCRAD;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella radiosa;Cel.;None;Cylinder;Cylinder;7;35;3;4;1001;1001;78.12;Nanophytoplankton;Nanophytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Mesotrophic;Low brightness;#NA
Cymbella;C.A. Agardh;CYMSPX;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Cymbellaceae;Cymbella;;Cel.;Col.;Cymbelloid;Cymbelloid;5.5;68;19;360;3000;3000;190.26;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;Inorganic turbidity;MP
Cymbella helvetica;Kützing;CYMHEV;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Cymbellaceae;Cymbella;Cymbella helvetica;Cel.;None;Cymbelloid;Cymbelloid;8;27;22;170;3060;3060;193.34;Microphytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;Inorganic turbidity;MP
Diatoma;Bory de St Vincent;DIASPX;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Tabellariales;Tabellariaceae;Diatoma;;Cel.;Col.;Oval Cylinder;Oval Cylinder;3;17;15;74;1048;1048;81.08;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Diatoma tenuis;Agardh;DIATEN;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Tabellariales;Tabellariaceae;Diatoma;Diatoma tenuis;Cel.;Col.;Oval Cylinder;Oval Cylinder;2.9;4.9;20;85;1035;1035;80.26;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Diatoma vulgaris;Bory;DIAVUL;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Tabellariales;Tabellariaceae;Diatoma;Diatoma vulgaris;Cel.;Col.;Oval Cylinder;Oval Cylinder;7;18;8;75;3600;3600;220.57;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;>2;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Diploneis elliptica;(Kützing) Cleve;DIPELL;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Naviculales;Diploneidaceae;Diploneis;Diploneis elliptica;Cel.;None;Oval Cylinder;Oval Cylinder;17;36;30;65;7693;7693;408.33;Microphytoplankton;Microphytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Discostella;Houk & Klee;DISSPX;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Thalassiosirales;Thallassiosiraceae;Discostella;;Cel.;Col.;Cylinder;Cylinder;2.3;40;1;3;150;150;16.76;Picophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;1;Needle;Small;7;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Discostella pseudostelligera;(Hustedt) Houk & Klee;DISPSE;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Thalassiosirales;Thallassiosiraceae;Discostella;Discostella pseudostelligera;Cel.;None;Cylinder;Cylinder;2.3;12;1;2;87;87;10.77;Picophytoplankton;Picophytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;1;Needle;Small;1;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Discostella stelligera;(Cleve & Grunow) Houk & Klee;DISSTE;Diatoms;BACILLARIOPHYTA;MEDIOPHYCEAE;Thalassiosirales;Thallassiosiraceae;Discostella;Discostella stelligera;Cel.;None;Cylinder;Cylinder;5;40;2;3;300;300;29.40;Picophytoplankton;Nanophytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;Mesotrophic;Low brightness;B
Encyonema;Kützing;ENCSPX;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Cymbellaceae;Encyonema;;Cel.;Col.;Cymbelloid;Cymbelloid;4;27;16;89;696;696;58.18;Nanophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Encyonema minutum;(Hilse in Rabenhorst) Mann;ENCMIN;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Cymbellaceae;Encyonema;Encyonema minutum;Cel.;Col.;Cymbelloid;Cymbelloid;3.9;7;7;32;83;83;10.37;Nanophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Encyonema neogracile;Krammer;ENCNEO;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Cymbellaceae;Encyonema;Encyonema neogracile;Cel.;Col.;Cymbelloid;Cymbelloid;6.5;7;31;46;571;571;49.55;Microphytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Encyonopsis;Krammer;ENYSPX;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Gomphonemataceae;Encyonopsis;;Cel.;None;Cymbelloid;Cymbelloid;2.8;8;8;60;400;400;37.12;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Oligo-mesotrophic;#NA;#NA
Encyonopsis subminuta;Krammer & E.Reichardt;ENYSUB;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Gomphonemataceae;Encyonopsis;Encyonopsis subminuta;Cel.;None;Cymbelloid;Cymbelloid;3.4;4.5;10;25;62;62;8.19;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Eucocconeis flexella;(Kützing) Meister;ECOFLE;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cocconeidales;Achnanthidiaceae;Eucocconeis;Eucocconeis flexella;Cel.;None;Oval Cylinder;Oval Cylinder;9;20;18;40;2870;2870;183.54;Nanophytoplankton;Microphytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Eunotia;Ehrenberg;EUNSPX;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Eunotiales;Eunotiaceae;Eunotia;;Cel.;Col.;Oval Cylinder;Oval Cylinder;10;13;29;50;1000;1000;78.05;Microphytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;1;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Fragilaria;Lyngbye;FRASPX;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;;Cel.;Col.;Oval Cylinder;Oval Cylinder;1.8;5.6;13;134;2421;2421;159.89;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;1;Needle;Small;>2;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria arcus;(Ehrenberg) Cleve;FRAARC;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria arcus;Cel.;None;Oval Cylinder;Oval Cylinder;4;8;15;150;1000;1000;78.05;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria capucina;Desmazières;FRACAU;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria capucina;Cel.;Col.;Oval Cylinder;Oval Cylinder;3.5;4.5;5;150;1538;1538;110.67;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria capucina subsp. rumpens;Desmazières;FRACRU;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria capucina;Cel.;Col.;Oval Cylinder;Oval Cylinder;3.5;4.5;5;150;1500;1500;108.44;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria capucina var. vaucheriae;Desmazieres (Kützing) Lange-Bertalot;FRAVAC;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria capucina;Cel.;Col.;Oval Cylinder;Oval Cylinder;3.5;4.5;5;150;177;177;19.16;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria crotonensis;Kitton;FRACRO;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria crotonensis;Col.;Cel.;Oval Cylinder;#NA;2;3;60;72;300;#NA;29.40;Microphytoplankton;Mesophytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;1;Needle;Small;>2;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria crotonensis subsp. lacus-vulcani;Lange-Bertalot & Ulrich;FRACLV;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria crotonensis;Cel.;Col.;Oval Cylinder;Oval Cylinder;2;3;60;72;730;730;60.47;Microphytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;1;Tooth;Small;>2;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria gracilis;Oestrup;FRAGRA;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria gracilis;Cel.;Col.;Oval Cylinder;Oval Cylinder;3.6;3.6;63;63;92;92;11.27;Microphytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria longifusiformis;(Hains & Sebring) Siver & al.;FRALON;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria longifusiformis;Cel.;None;Oval Cylinder;Oval Cylinder;2;4;50;175;560;560;48.77;Microphytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria nanana;Lange-Bertalot;FRANAN;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria nanana;Cel.;Col.;Oval Cylinder;Oval Cylinder;1.5;2;30;150;135;135;15.38;Microphytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;1;1;Needle;Small;>2;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria radians;(Kützing) Williams & Round;FRARAD;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria radians;Cel.;Col.;Oval Cylinder;Oval Cylinder;4;5;6;30;505;505;44.85;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;2;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Fragilaria tenera;(Smith) Lange-Bertalot;FRATEN;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria tenera;Cel.;Col.;Oval Cylinder;Oval Cylinder;2;2.5;50;75;250;250;25.36;Microphytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Gomphonema;Ehrenberg;GOMSPX;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Gomphonemataceae;Gomphonema;;Cel.;None;Oval Cylinder;Oval Cylinder;2.5;15;10;108;1945;1945;133.88;Nanophytoplankton;Microphytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;Inorganic turbidity;MP
Gomphonema acuminatum;Ehrenberg;GOMACU;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Gomphonemataceae;Gomphonema;Gomphonema acuminatum;Cel.;None;Oval Cylinder;Oval Cylinder;7;12;19;77;600;600;51.58;Nanophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;Inorganic turbidity;MP
Gomphonema gracile;Ehrenberg;GOMGRA;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Gomphonemataceae;Gomphonema;Gomphonema gracile;Cel.;None;Oval Cylinder;Oval Cylinder;7;12;36;70;844;844;68.02;Microphytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;Inorganic turbidity;MP
Gomphonema parvulum;Kützing;GOMPAR;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cymbellales;Gomphonemataceae;Gomphonema;Gomphonema parvulum;Cel.;None;Oval Cylinder;Oval Cylinder;4;8;10;36;207;207;21.76;Nanophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;Current speed;Tb
Gyrosigma;Hassall;GYRSPX;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Naviculales;Pleurosigmataceae;Gyrosigma;;Cel.;None;Prism on parallelogram base;Prism on parallelogram base;20;28;130;255;11103;11103;549.85;Microphytoplankton;Mesophytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Gyrosigma acuminatum;(Kützing) Rabenhorst;GYRACU;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Naviculales;Pleurosigmataceae;Gyrosigma;Gyrosigma acuminatum;Cel.;None;Prism on parallelogram base;Prism on parallelogram base;11;18;77;153;88000;88000;2,946.92;Microphytoplankton;Microphytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Gyrosigma attenuatum;(Kützing) Cleve;GYRATT;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Naviculales;Pleurosigmataceae;Gyrosigma;Gyrosigma attenuatum;Cel.;None;Prism on parallelogram base;Prism on parallelogram base;23;26;150;240;76000;76000;2,616.57;Microphytoplankton;Mesophytoplankton;Microplankton;1;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Hippodonta capitata;(Ehrenberg) Lange-Bertalot, Metzeltin & Witkowski;HIPCAP;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Naviculales;Naviculaceae;Hippodonta;Hippodonta capitata;Cel.;None;Oval Cylinder;Oval Cylinder;4.9;8.5;12;28;418;418;38.47;Nanophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Karayevia oblongella;(Oestrup) Aboal;KAROBL;Diatoms;BACILLARIOPHYTA;BACILLARIOPHYCEAE;Cocconeidales;Achnanthidiaceae;Karayevia;Karayevia oblongella;Cel.;None;Oval Cylinder;Oval Cylinder;3.7;7;6;18;250;250;25.36;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Lindavia bodanica;(Eulenstein ex Grunow) Nakov, Guillory, Julius, Theriot & Alverson;LIDBOD;Diatoms;BACILLARIOPHYTA;COSCINODISCOPHYCEAE;Coscinodiscales;Coscinodiscaceae;Lindavia;Lindavia bodanica;Cel.;None;Cylinder;Cylinder;20;80;12;48;5639;5639;317.41;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Mesotrophic;Low brightness;B
Melosira varians;Agardh;MELVAR;Diatoms;BACILLARIOPHYTA;COSCINODISCOPHYCEAE;Melosirales;Melosiraceae;Melosira;Melosira varians;Fil.;None;Cylinder;Cylinder;8;35;8;17;3812;17600;231.05;Nanophytoplankton;Mesophytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;1;0;0;0;0;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;Current speed;Tb
Meridion circulare;(Greville) Agardh;MEDCIR;Diatoms;BACILLARIOPHYTA;FRAGILARIOPHYCEAE;Fragilariales;Fragilariaceae;Meridion;Meridion circulare;Col.;Cel.;Oval Cylinder;#NA;4;8;10;82;867;#NA;69.52;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;>2;0;0;1;0;0;0;1;0;None;None;0;0;1;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
