"Citation: Perkins, S. R., Stouder, M. D. W.,  and Beaulieu, K. 2021, Phytoplankton Data from Owasco, Seneca, and Skaneateles Lakes, Finger Lakes Region, New York, 2019-2020 (ver. 2.1, June 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P9TP9T1D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITE,STATION_ID,SAMPLE_DATE,SAMPLE_TIME_EST,REPLICATE,DEPTH_FT,ANALYSIS_DATE,MOUNT_VOLUME_HPMA,REPORT_NOTE,TAXA_ID,DIVISION,CLASS,ORDER,FAMILY,GENUS,SPECIES,VARIETY,FORM,MORPH,COLONIALITY,COLONIALITY_STATE,STRUCTURE,PHYSIOLOGICAL_STATE,TAXONOMIC_AUTHORITY,MAGNIFICATION,AREA_PER_NATURAL_UNIT.UM2_PER_NU,VOLUME_PER_NATURAL_UNIT.UM3_PER_NU,BIOVOLUME_PER_NATURAL_UNIT.UM3_PER_NU,AVERAGE_CELLS_PER_NATURAL_UNIT.CELLS_PER_NU,CONCENTRATION.NU_PER_ML,FIELD_COUNT,FIELD_AREA.UM2,TOTAL_AREA.UM2_PER_ML,TOTAL_VOLUME.UM3_PER_ML,TOTAL_BIOVOLUME.UM3_PER_ML,ALGAL_CELL_CONCENTRATION.CELLS_PER_ML,ALGAL_BIOMASS_CONCENTRATION.MG_PER_L,AVERAGE_GALD.UM,UNCERTAIN,ALTERNATE_TAXA_NAME,MEASUREMENT_NOTES,TALLY_NOTES
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,3015,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,erosa,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg ,400,442.257,645.0737,645.0737,1,2.8231,30,0.1452,1248.5266,1821.0942,1821.0942,2.8231,0.00182109,21,FALSE,--,--,--
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,4282,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,--,--,--,--,<1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,2.0106,0.2681,0.2681,1,1428.7358,60,0.0241,2872.6162,383.0441,383.0441,1428.7358,0.00038304,0.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,4056,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanocapsa,--,--,--,<1 um spherical,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1000,798.8941,2123.2676,20.944,40,4.2522,60,0.0241,3397.0495,9028.5371,89.0579,170.0876,8.91E-05,16,FALSE,--,--,--
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,4054,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanocapsa,delicatissima,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1000,498.6416,1193.0077,3.4034,6.5,12.7566,60,0.0241,6360.9564,15218.6861,43.4157,82.9177,4.34E-05,12,FALSE,--,--,--
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,4264,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,--,--,--,Colonial-Nonmotile,Free,Vegetative,Live,Kutzing,1000,65.01,49.774,49.774,1,21.2609,60,0.0241,1382.1743,1058.2425,1058.2425,21.2609,0.00105824,4.5333,FALSE,--,--,--
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,4261,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Kutzing) Lemmermann,100,81925.1294,2211681.228,6534.5127,195,0.1704,30,2.4053,13961.6766,376914.6093,1113.6113,33.2319,0.00111361,200,FALSE,--,--,--
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,4323,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,sp-- 1,--,--,< 1um ovoid,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1000,2.7069,0.4021,0.4021,1,306.1577,60,0.0241,828.7382,123.106,123.106,306.1577,0.00012311,1.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,4285,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechocystis,--,--,--,>1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,7.0309,1.753,1.753,1,4.2522,60,0.0241,29.8967,7.4541,7.4541,4.2522,7.45E-06,1.496,FALSE,--,--,--
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,5020,Euglenophyta,Euglenophyceae,Euglenales,Euglenaceae,Euglena,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1000,119.2841,67.7713,67.7713,1,4.2522,60,0.0241,507.2187,288.1764,288.1764,4.2522,0.00028818,6.4,TRUE,Brachysira,--,--
Owasco Lake Platform,425327076313601,8/25/2020,8:30,--,85,3/31/2021,30,Time 0830,6034,Pyrrhophyta,Dinophyceae,Gymnodinales,Gymnodiniaceae,Gymnodinium,sp-- 3,--,--,--,Cell-Motile,Free,Vegetative,Live,Stein,1000,51.778,26.8083,26.8083,1,4.2522,60,0.0241,220.1699,113.994,113.994,4.2522,0.00011399,6.4,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,130798,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,--,--,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,--,100,4976.2828,18095.5737,18095.5737,1,1.2781,30,2.4053,6360.4341,23128.851,23128.851,1.2781,0.02312885,80,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1013,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Achnanthidium,minutissima,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Kutzing,400,94.6405,51.8363,51.8363,1,105.8655,30,0.1452,10019.1613,5487.6744,5487.6744,105.8655,0.00548767,10,FALSE,"Achnanthidium minutissimum, Achnanthes minutissima",--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,9212,Bacillariophyta,Bacillariophyceae,Achnanthales,Cocconiedaceae,Cocconeis,placentula,lineata,--,--,Cell-Nonmotile,Free,Vegetative,Live,  (Ehrenb) Van Heurck,400,527.7876,565.4867,565.4867,1,42.3462,30,0.1452,22349.7935,23946.2068,23946.2068,42.3462,0.02394621,20,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,9363,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,ocellata,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Pant,400,113.0973,84.823,84.823,1,21.1731,30,0.1452,2394.6198,1795.9654,1795.9654,21.1731,0.00179597,6,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,9361,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,pseudostelligera,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Hustedt) Houk and Klee,400,201.0619,201.0619,201.0619,1,21.1731,30,0.1452,4257.1026,4257.1026,4257.1026,21.1731,0.0042571,8,FALSE,Discostella pseudostelligera,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1090,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,--,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Schmidt ) Cleve,400,449.5413,298.6667,298.6667,1,21.1731,30,0.1452,9518.1805,6323.6983,6323.6983,21.1731,0.0063237,28,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1862,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,affinis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,KÅtz,400,543.1884,410,410,1,63.5193,30,0.1452,34502.9381,26042.9063,26042.9063,63.5193,0.02604291,30,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1091,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis,microcephala,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Grunow) Krammer 1997,400,96.9392,32,32,1,42.3462,30,0.1452,4105.0057,1355.0781,1355.0781,42.3462,0.00135508,12,FALSE,Cymbella microcephala,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1477,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,filiformis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Grunow,400,808,400,400,1,21.1731,30,0.1452,17107.8604,8469.2378,8469.2378,21.1731,0.00846924,100,FALSE,Synedra filiformis,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1160,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,--,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,C Agardh,400,591.5064,431.969,431.969,1,21.1731,30,0.1452,12524.021,9146.1205,9146.1205,21.1731,0.00914612,44,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1220,Bacillariophyta,Bacillariophyceae,Bacillarales,Bacillariaceae,Nitzschia,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Hassall,400,120.1659,56.5487,56.5487,1,21.1731,30,0.1452,2544.284,1197.311,1197.311,21.1731,0.00119731,16,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1222,Bacillariophyta,Bacillariophyceae,Bacillarales,Bacillariaceae,Nitzschia,gracilis,--,--,--,Cell-Motile,Free,Vegetative,Live,Hantzsch,400,427.2566,276.4602,276.4602,1,42.3462,30,0.1452,18092.6888,11707.0359,11707.0359,42.3462,0.01170704,44,TRUE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1240,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,--,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Pant) R Ross,400,690,800,800,1,21.1731,30,0.1452,14609.4353,16938.4757,16938.4757,21.1731,0.01693848,32,TRUE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,9818,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,medius,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Hakansson,400,452.3893,678.584,678.584,1,21.1731,30,0.1452,9578.4814,14367.7232,14367.7232,21.1731,0.01436772,12,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,2686,Chlorophyta,--,--,--,--,--,--,--,--,Cell-Nonmotile,Free,Cyst,Live,--,400,1094.062,3392.9201,3392.9201,1,21.1731,30,0.1452,23164.6782,71838.6182,71838.6182,21.1731,0.07183862,20,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,2080,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,400,89.1998,78.5398,78.5398,1,21.1731,30,0.1452,1888.6358,1662.9306,1662.9306,21.1731,0.00166293,6,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,8101,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Pyramichlamys,dissecta,--,--,--,Cell-Motile,Free,Vegetative,Live,(Tiffana) Ettl,400,323.6126,418.879,418.879,1,21.1731,30,0.1452,6851.8802,8868.9647,8868.9647,21.1731,0.00886896,16,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,2641,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Sphaerocystis,schroeteri,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Chodat,400,7198.0673,57424.2925,1876.578,56,21.1731,30,0.1452,152405.3598,1215849.976,39732.9635,1185.6933,0.03973296,48,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1652,Chrysophyta,Chrysophyceae,--,--,--,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Cienkowski ,1000,5.5574,1.2064,1.2064,1,318.9142,12,0.0241,1772.334,384.7381,384.7381,318.9142,0.00038474,1.6,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,3015,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,erosa,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg ,400,195.5286,201.0619,201.0619,1,21.1731,30,0.1452,4139.9455,4257.1026,4257.1026,21.1731,0.0042571,12,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,3043,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Plagioselmis,minuta,nannoplanctica,--,--,Cell-Motile,Free,Vegetative,Live,Skuja,400,43.9823,33.5103,33.5103,1,21.1731,30,0.1452,931.2414,709.5168,709.5168,21.1731,0.00070952,8,FALSE,"Rhodomonas lacustris, Rhodomonas minuta  nannoplanctica",--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,4282,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,--,--,--,--,<1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,2.0106,0.2681,0.2681,1,22961.8257,12,0.0241,46167.0468,6156.0655,6156.0655,22961.8257,0.00615607,0.8,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,107474,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,lemmermannii,--,--,--,Complex-Filament,Attached,Vegetative,Live,P Richter,400,1063.2344,988.2927,988.2927,10,63.5193,30,0.1452,67535.8875,62775.6444,62775.6444,635.1928,0.06277564,45,TRUE,Anabaena lemmermannii,No akinetes,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,4264,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,--,--,--,Colonial-Nonmotile,Free,Vegetative,Live,Kutzing,1000,55.9203,39.8982,39.8982,1,348254.3568,12,0.0241,19474488.11,13894721.98,13894721.98,348254.3568,13.89472198,4.2,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,4261,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Kutzing) Lemmermann,400,63254.3745,2270752.344,7015.7,176,762.2314,30,0.1452,48214470.74,1730838749,5347586.868,134152.7273,5.34758687,134,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,107379,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,flos-aquae,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Wittr) Kirchn,400,155680.9344,6593155.782,32201.3247,675,63.5193,30,0.1452,9888741.446,418792532.9,2045405.081,42875.5165,2.04540508,280,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,4191,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Pseudanabaena,mucicola,--,--,--,Multi-Filament,Attached,Vegetative,Live,Naumann & Huber-Pestalozzi,1000,49.323,11.9381,11.9381,3.8,1913.4855,12,0.0241,94378.8442,22843.381,22843.381,7271.2448,0.02284338,15.2,FALSE,Phormidium mucicola,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,4323,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,sp-- 1,--,--,< 1um ovoid,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1000,2.7069,0.4021,0.4021,1,10524.1701,12,0.0241,28487.8761,4231.7688,4231.7688,10524.1701,0.00423177,1.2,FALSE,--,--,--
Owasco Outlet Emerson Boat Launch,425418076322301,8/25/2020,9:10,--,0,3/31/2021,2,Time 910,1731,Haptophyta,Prymnesiophyceae,Prymnesiales,Chromulinaceae,Chrysochromulina,parva,--,--,--,Cell-Motile,Free,Vegetative,Live,Lackey,1000,48.9331,32.1833,32.1833,1,637.8285,12,0.0241,31210.9254,20527.4257,20527.4257,637.8285,0.02052743,4,FALSE,cf Erkenia subaequiciliata,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,9363,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,ocellata,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Pant,1000,100.531,73.1865,73.1865,1,102.0526,30,0.0241,10259.4458,7468.8696,7468.8696,102.0526,0.00746887,5.6,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,9361,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,pseudostelligera,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Hustedt) Houk and Klee,1000,50.2655,25.1327,25.1327,1,51.0263,30,0.0241,2564.8614,1282.4282,1282.4282,51.0263,0.00128243,4,FALSE,Discostella pseudostelligera,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,1477,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,filiformis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Grunow,1000,233.792,106.2016,106.2016,1,1275.657,30,0.0241,298238.3978,135476.8128,135476.8128,1275.657,0.13547681,30.64,FALSE,Synedra filiformis,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,2683,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,--,--,--,--,2-9--9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,30.4944,16.5764,16.5764,1,1071.5519,30,0.0241,32676.3313,17762.4724,17762.4724,1071.5519,0.01776247,3.0667,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,2080,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1000,13.3558,4.7223,4.7223,1,102.0526,30,0.0241,1362.9936,481.9228,481.9228,102.0526,0.00048192,2.2,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,2175,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,pseudomicroporum,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Kors,400,201.0619,134.0413,134.0413,4,16.9385,30,0.1452,3405.6821,2270.4553,2270.4553,67.7539,0.00227046,8,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,2363,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Oocystis,parva,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,400,194.3287,265.3599,187.0993,2,25.4077,30,0.1452,4937.4479,6742.1883,4753.7654,50.8154,0.00475377,9.3333,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,8308,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,serratus,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Corda) Bohlin,1000,33.771,8.5652,8.5652,2,1275.657,30,0.0241,43080.212,10926.2572,10926.2572,2551.314,0.01092626,4.72,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,2554,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,Tetraedron,minimum,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(Braun) Hansgirg,400,64,16,16,1,33.877,30,0.1452,2168.1249,542.0312,542.0312,33.877,0.00054203,6,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,8332,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,Tetraedron,muticum,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(A Braun) Hansgirg,400,208.225,109.7,109.7,1,59.2847,30,0.1452,12344.5493,6503.5277,6503.5277,59.2847,0.00650353,9,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,1652,Chrysophyta,Chrysophyceae,--,--,--,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Cienkowski ,1000,7.5143,1.9356,1.9356,1,408.2102,30,0.0241,3067.4142,790.1317,790.1317,408.2102,0.00079013,1.6,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,9511,Chrysophyta,Chrysophyceae,Mischococcales,Pleurochlororidaceae,Polygoniochloris,circularis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live, Lemmermann,1000,174.7667,83.0187,83.0187,1,51.0263,30,0.0241,8917.6945,4236.1354,4236.1354,51.0263,0.00423614,6.4,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,1631,Chrysophyta,Chrysophyceae,Ochromonadales,Ochromonadaceae,Uroglena,--,--,--,--,Colonial-Motile,Free,Vegetative,Live,Calkins,1000,88.9179,77.2078,77.2078,1,51.0263,30,0.0241,4537.1496,3939.6268,3939.6268,51.0263,0.00393963,6.4,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,3015,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,erosa,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg ,400,233.7603,261.1013,261.1013,1,25.4077,30,0.1452,5939.3147,6633.987,6633.987,25.4077,0.00663399,13.3333,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,4282,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,--,--,--,--,<1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,2.0106,0.2681,0.2681,1,15920.1992,30,0.0241,32009.1525,4268.2054,4268.2054,15920.1992,0.00426821,0.8,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,4054,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanocapsa,delicatissima,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1000,135.2945,183.2965,5.4604,10.4286,2296.1826,30,0.0241,310660.8731,420882.2289,12538.0753,23945.9696,0.01253808,7.0857,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,4166,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Merismopedia,warmingiana,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Lagerheim,1000,83.2,51.2,1.5458,12,102.0526,30,0.0241,8490.7729,5225.091,157.7528,1224.6307,0.00015775,4.4,TRUE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,4323,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,sp-- 1,--,--,< 1um ovoid,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1000,2.7069,0.4021,0.4021,1,8878.5726,30,0.0241,24033.4082,3570.074,3570.074,8878.5726,0.00357007,1.2,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,1731,Haptophyta,Prymnesiophyceae,Prymnesiales,Chromulinaceae,Chrysochromulina,parva,--,--,--,Cell-Motile,Free,Vegetative,Live,Lackey,1000,48.9331,32.1833,32.1833,1,867.4467,30,0.0241,42446.8585,27917.299,27917.299,867.4467,0.0279173,4,FALSE,cf Erkenia subaequiciliata,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,6040,Pyrrhophyta,Dinophyceae,Peridinales,Peridinaceae,Peridinium,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,400,473.8487,821.0029,821.0029,1,8.4692,30,0.1452,4013.1373,6953.2688,6953.2688,8.4692,0.00695327,16,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:00,--,3,3/31/2021,5,Time 0800,6042,Pyrrhophyta,Dinophyceae,Peridinales,Peridinaceae,Peridinium,cunningtonii,contactum,--,--,Cell-Motile,Free,Vegetative,Live,Lefevre,1000,1878.3319,6601.2653,6601.2653,1,51.0263,30,0.0241,95844.2883,336838.0075,336838.0075,51.0263,0.33683801,32,FALSE,--,--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:10,--,50,3/31/2021,15,Time 0810,1109,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,tenuis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Agardh,100,6643.4213,6534.5127,6534.5127,4.3333,0.5113,30,2.4053,3396.5146,3340.834,3340.834,2.2154,0.00334083,306.6667,FALSE,"Diatoma tenuis, Diatoma tenuis var. elongatum",--,--
Seneca Lake Platform,425027076564401,8/26/2020,8:10,--,50,3/31/2021,15,Time 0810,1477,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,filiformis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Grunow,1000,216.64,90.24,90.24,1,34.0175,45,0.0241,7369.5554,3069.741,3069.741,34.0175,0.00306974,32.8,FALSE,Synedra filiformis,--,--
